"","Name","Total","Rank","Award","Year"
"616","Ivan Ivanov",35,33,"Silver",1968
"617","Vladimír Müller",35,33,"Silver",1968
"618","Jan Śliwa",35,33,"Silver",1968
"619","Stefan Gradinaru",35,33,"Silver",1968
"620","Bengt Ek",35,33,"Silver",1968
"621","Pavel Polcar",34,38,"Silver",1968
"622","Jiří Vinárek",34,38,"Silver",1968
"623","Andreas Felgenhauer",34,38,"Silver",1968
"624","Joachim Fritz",34,38,"Silver",1968
"625","Ryszard Nest",34,38,"Silver",1968
"626","Veselin Drenski",33,43,"Silver",1968
"627","Libor Polák",33,43,"Silver",1968
"628","Vladimir Makarichev",32,45,"Bronze",1968
"629","László Mérő",31,46,"Bronze",1968
"630","Vlad Sergiescu",30,47,"Bronze",1968
"631","Gunnar Rynefors",30,47,"Bronze",1968
"632","Anders Wannebo",30,47,"Bronze",1968
"633","Elwyn Davies",30,47,"Bronze",1968
"634","Nedelcho Milev",29,51,"Bronze",1968
"635","Roberto Dvornicich",29,51,"Bronze",1968
"636","Feliks Przytycki",29,51,"Bronze",1968
"637","Horia Calin Pop",29,51,"Bronze",1968
"638","Peder Johansson",29,51,"Bronze",1968
"639","Genadiy Beli",29,51,"Bronze",1968
"640","György Michaletzky",28,57,"Bronze",1968
"641","Henryk Petryk",28,57,"Bronze",1968
"642","Erik Alm",28,57,"Bronze",1968
"643","Branko Najman",28,57,"Bronze",1968
"644","Klas Mårtensson",27,61,"Bronze",1968
"645","Zoran Kadelburg",27,61,"Bronze",1968
"646","Tomo Žitko",27,61,"Bronze",1968
"647","Noel Leaver",26,64,"Bronze",1968
"648","Alberto Arosio",24,65,NA,1968
"649","Silviu Coman",24,65,NA,1968
"650","Peter Legiša",24,65,NA,1968
"651","Slobodan Simić",24,65,"Special prize",1968
"652","Fausto Guerini",23,69,NA,1968
"653","Hristo Hristov",22,70,NA,1968
"654","Andrei Jordan",22,70,NA,1968
"655","Nikolai Kitev",20,72,NA,1968
"656","Wiesław Zięba",20,72,NA,1968
"657","? O.",19,74,NA,1968
"658","Mircea Brenner",18,75,NA,1968
"659","Zvonko Kolarić",18,75,NA,1968
"660","Livio Cettolini",17,77,NA,1968
"661","Dragutin Svrtan",17,77,NA,1968
"662","Martin Bukovčan",16,79,NA,1968
"663","Michal Kaukič",16,79,NA,1968
"664","Kostadin Krachanov",15,81,NA,1968
"665","? Ja.",15,81,NA,1968
"666","Fabrizio Catanese",14,83,NA,1968
"667","Michael Proctor",14,83,NA,1968
"668","Radoslav Gojković",14,83,NA,1968
"669","Dimo Dimov",13,86,NA,1968
"670","? V.",12,87,NA,1968
"671","Daniele Mazza",11,88,NA,1968
"672","Constantin Sevici",10,89,NA,1968
"673","Roberto Gaetano",9,90,NA,1968
"674","? Ji.",9,90,NA,1968
"675","? G.",8,92,NA,1968
"676","? T.",8,92,NA,1968
"677","Pierluigi Zezza",5,94,NA,1968
"678","? S.",2,95,NA,1968
"679","? M.",1,96,NA,1968
"680","Tibor Fiala",40,1,"Gold",1969
"681","Vladimir Drinfeld",40,1,"Gold",1969
"682","Simon Phillips Norton",40,1,"Gold, Special prize",1969
"683","Imre Ruzsa",37,4,"Silver",1969
"684","Barbu Rudolf Berceanu",37,4,"Silver",1969
"685","Jürgen Gärtner",36,6,"Silver",1969
"686","Wolfgang Burmeister",35,7,"Silver",1969
"687","Andreas Felgenhauer",35,7,"Silver, Special prize",1969
"688","György Michaletzky",35,7,"Silver",1969
"689","László Csirmaz",34,10,"Silver",1969
"690","Jerzy Dydak",34,10,"Silver",1969
"691","Stefan Heinrich",32,12,"Silver",1969
"692","Andrei Prasolov",32,12,"Silver",1969
"693","Vladimir Janković",32,12,"Silver",1969
"694","Ervin Bajmóczi",31,15,"Silver",1969
"695","Horia Calin Pop",31,15,"Silver",1969
"696","Jean Mari Uri",30,17,"Silver",1969
"697","Voicu Boşcaio",30,17,"Silver",1969
"698","Constantin Sevici",30,17,"Silver",1969
"699","Andrei Hodulev",30,17,"Silver",1969
"700","Andrei Zelevinski",30,17,"Silver",1969
"701","David Aldous",30,17,"Silver, Special prize",1969
"702","Damir Henč",30,17,"Silver",1969
"703","Hans-Dietrich Gronau",29,24,"Bronze",1969
"704","Oleg Krestev Mushkarov",28,25,"Bronze",1969
"705","Hristo Nikolov Lesov",28,25,"Bronze",1969
"706","Tomáš Mašek",28,25,"Bronze, Special prize",1969
"707","Jiří Vinárek",28,25,"Bronze",1969
"708","Vlad Sergiescu",28,25,"Bronze",1969
"709","Stefan Gradinaru",27,30,"Bronze",1969
"710","Elena Neklyudova",27,30,"Bronze",1969
"711","Valeriy Soloviev",27,30,"Bronze",1969
"712","Zoran Kadelburg",27,30,"Bronze",1969
"713","Virdzhinia Stoinova Hristova",25,34,"Bronze",1969
"714","Petr Hadrava",25,34,"Bronze",1969
"715","Jürgen Schefter",25,34,"Bronze",1969
"716","János Pintz",25,34,"Bronze",1969
"717","Dambin Haltar",25,34,"Bronze",1969
"718","Ljubomir Čukić",25,34,"Bronze",1969
"719","Klaus Neumann",24,40,"Bronze",1969
"720","Joachim Voigt",24,40,"Bronze",1969
"721","László Lempert",24,40,"Bronze",1969
"722","Arkadiy Klimov",24,40,"Bronze",1969
"723","Peter Smith",24,40,"Bronze",1969
"724","Vladimir Todorov",23,45,NA,1969
"725","Vesko Spasov",22,46,NA,1969
"726","Stepan Terzijan",22,46,NA,1969
"727","Miloš Zahradník",22,46,NA,1969
"728","Alfred Ramani",22,46,NA,1969
"729","John Segal",22,46,NA,1969
"730","Milan Božić",22,46,NA,1969
"731","Georgi Popov",21,52,NA,1969
"732","Miklós Soós",21,52,NA,1969
"733","Batsuren Sotovin",21,52,NA,1969
"734","Dragoş Popescu",21,52,NA,1969
"735","Pavel Suvorov",21,52,NA,1969
"736","Patrick Bennett",21,52,NA,1969
"737","Donka Pashkuleva",20,58,NA,1969
"738","Bohuslav Sivák",20,58,NA,1969
"739","Rudolf Švarc",20,58,NA,1969
"740","Krystyna Parczyk",20,58,NA,1969
"741","Anthony McIsaac",20,58,NA,1969
"742","André Trucy",18,63,NA,1969
"743","Mariusz Koras",18,63,NA,1969
"744","Jockum Aniansson",18,63,NA,1969
"745","Alan Trangmar",18,63,NA,1969
"746","Nicholas Wedd",18,63,"Special prize",1969
"747","Branislav Sazdović",18,63,NA,1969
"748","Sudory Aviramedin",17,69,NA,1969
"749","Tahu Kinaiatin",17,69,NA,1969
"750","Zvonko Čerin",17,69,NA,1969
"751","Eddy Theius",16,72,NA,1969
"752","Arne Blom",16,72,NA,1969
"753","Ulf Persson",16,72,NA,1969
"754","Jan Brinkhuis",15,75,NA,1969
"755","Dragu Atensiu",15,75,NA,1969
"756","Štefan Sakáloš",14,77,NA,1969
"757","Jean Louchet",14,77,NA,1969
"758","Lars Borg",14,77,NA,1969
"759","Pavol Černek",13,80,NA,1969
"760","Michel Béra",13,80,NA,1969
"761","Beging Dalsurhghing",13,80,NA,1969
"762","Minjur Tudevjafîn",13,80,NA,1969
"763","Andrzej Ruszczyński",13,80,NA,1969
"764","Aegle Holkstra",12,85,NA,1969
"765","Anders Tunevi",12,85,NA,1969
"766","Bengt Lundin",11,87,NA,1969
"767","Pierre Cooman",10,88,NA,1969
"768","Anne-Marie Delsaute",10,88,NA,1969
"769","Bernard Lirola",10,88,NA,1969
"770","Tendvater Sotnomin",10,88,NA,1969
"771","Aleksander Rusiecki",10,88,NA,1969
"772","Branko Mrdjenović",10,68,NA,1969
"773","Pieter Eihgenraam",9,94,NA,1969
"774","Wojciech Kucharz",9,94,NA,1969
"775","Krister Svanberg",9,94,NA,1969
"776","Silvano Monti",8,97,NA,1969
"777","Edward Szafraniec",8,97,NA,1969
"778","Bo Jonsson",8,97,NA,1969
"779","Jerzy Garyga",7,100,NA,1969
"780","Piet Van Rens",6,101,NA,1969
"781","Geertrui Troost",5,102,NA,1969
"782","Baudewyn Van de Steene",5,102,NA,1969
"783","Martin Vandervelde",5,102,NA,1969
"784","Alexandre Chwetoff",4,105,NA,1969
"785","Huldorj Balcanjavin",4,105,NA,1969
"786","Lec Alkema",4,105,NA,1969
"787","Kees Van der Velden",4,105,NA,1969
"788","Elisabeth Eeckman",3,109,NA,1969
"789","Philippe Wargnies",3,109,NA,1969
"790","Henk Hutting",1,111,NA,1969
"791","Jelle Van der Knoop",0,112,NA,1969
"792","Wolfgang Burmeister",40,1,"Gold, Special prize",1970
"793","Imre Ruzsa",40,1,"Gold",1970
"794","Andrei Hodulev",40,1,"Gold",1970
"795","Ervin Bajmóczi",39,4,"Gold",1970
"796","Arkadiy Klimov",39,4,"Gold",1970
"797","Bernard Silverman",39,4,"Gold",1970
"798","István Gönczi",37,7,"Gold",1970
"799","Aleksei Aleksandrov",35,8,"Silver",1970
"800","*",34,9,"Silver",1970
"801","Vladimir Janković",34,9,"Silver",1970
"802","Zoltán Füredi",32,11,"Silver",1970
"803","Hervé Pépin",31,12,"Silver",1970
"804","*",31,12,"Silver",1970
"805","*",31,12,"Silver",1970
"806","Lazar Milin",31,12,"Silver",1970
"807","Branislav Sazdović",31,12,"Silver",1970
"808","*",30,17,"Silver",1970
"809","*",30,17,"Silver",1970
"810","*",28,19,"Bronze, Special prize",1970
"811","Ninoslav Ćirić",28,19,"Bronze",1970
"812","Damir Henč",28,19,"Bronze",1970
"813","*",27,22,"Bronze",1970
"814","*",27,22,"Bronze",1970
"815","Sergei Semenkov",27,22,"Bronze",1970
"816","Mirko Janc",27,22,"Bronze",1970
"817","Sten Salomonson",26,26,"Bronze",1970
"818","László Lempert",25,27,"Bronze",1970
"819","*",25,27,"Bronze",1970
"820","*",25,27,"Bronze",1970
"821","Milen Dimchev",24,30,"Bronze",1970
"822","Stepan Terzijan",24,30,"Bronze",1970
"823","*",24,30,"Bronze",1970
"824","*",24,30,"Bronze",1970
"825","László Kóczy",24,30,"Bronze",1970
"826","Velo Altlies",24,30,"Bronze",1970
"827","Aleksander Korlyukov",24,30,"Bronze",1970
"828","Jiří Tůma",23,37,"Bronze",1970
"829","?",23,37,"Bronze",1970
"830","*",23,37,"Bronze",1970
"831","John Proctor",23,37,"Bronze",1970
"832","Štefan Sakáloš",22,41,"Bronze",1970
"833","*",22,41,"Bronze",1970
"834","*",22,41,"Bronze",1970
"835","Ilija Kalderov",21,44,"Bronze",1970
"836","Helena Husová",21,44,"Bronze",1970
"837","Piet Eygenraam",21,44,"Bronze",1970
"838","Christian Gottlieb",21,44,"Bronze",1970
"839","*",21,44,"Bronze",1970
"840","*",21,44,"Bronze",1970
"841","*",21,44,"Bronze",1970
"842","Johann Hackl",20,51,"Bronze",1970
"843","Rudolf Švarc",20,51,"Bronze",1970
"844","Péter Borzsák",20,51,"Bronze",1970
"845","*",20,51,"Bronze",1970
"846","*",19,55,"Bronze",1970
"847","*",19,55,"Bronze",1970
"848","Marek Zakrzewski",19,55,"Bronze",1970
"849","*",19,55,"Bronze",1970
"850","*",18,59,NA,1970
"851","*",18,59,NA,1970
"852","*",18,59,NA,1970
"853","Anton Černý",18,59,"Special prize",1970
"854","Miroslav Hradil",18,59,NA,1970
"855","?",18,59,NA,1970
"856","*",18,59,NA,1970
"857","Wolfgang Matej",17,66,NA,1970
"858","*",17,66,NA,1970
"859","Angelika Rindler",16,68,NA,1970
"860","Ursula Tyl",16,68,NA,1970
"861","Ágnes Szendrei",16,68,NA,1970
"862","*",16,68,NA,1970
"863","*",16,68,NA,1970
"864","Milan Božić",16,68,NA,1970
"865","*",15,74,NA,1970
"866","*",15,74,NA,1970
"867","*",15,74,NA,1970
"868","*",15,74,NA,1970
"869","*",14,78,NA,1970
"870","Josip Tumbas",14,78,NA,1970
"871","Franz Hofbauer",13,80,NA,1970
"872","Gerald Leitner",13,80,NA,1970
"873","Belo Zorkovský",13,80,NA,1970
"874","*",13,80,NA,1970
"875","Erich Steinbauer",12,84,NA,1970
"876","*",12,84,NA,1970
"877","*",12,84,NA,1970
"878","*",12,84,NA,1970
"879","*",12,84,NA,1970
"880","*",12,84,NA,1970
"881","*",12,84,NA,1970
"882","*",11,91,NA,1970
"883","*",11,91,NA,1970
"884","?",11,91,NA,1970
"885","Herbert Tobisch",10,94,NA,1970
"886","Pavel Pudlák",10,94,NA,1970
"887","?",10,94,NA,1970
"888","*",10,94,NA,1970
"889","*",10,94,NA,1970
"890","*",9,99,NA,1970
"891","?",8,100,NA,1970
"892","*",8,100,NA,1970
"893","?",7,102,NA,1970
"894","?",7,102,NA,1970
"895","?",6,104,NA,1970
"896","?",6,104,NA,1970
"897","*",5,106,NA,1970
"898","*",4,107,NA,1970
"899","*",4,107,NA,1970
"900","*",4,107,NA,1970
"901","*",4,107,NA,1970
"902","Karl Czakler",3,111,NA,1970
"903","*",3,111,NA,1970
"904","Imre Ruzsa",42,1,"Gold, Special prize (2)",1971
"905","Ferenc Göndöcs",39,2,"Gold",1971
"906","Wolfgang Burmeister",38,3,"Gold, Special prize",1971
"907","Péter Komjáth",38,3,"Gold",1971
"908","Stanisław Szarek",38,3,"Gold",1971
"909","Péter Frankl",37,6,"Gold",1971
"910","Sergei Gashkhov",35,7,"Gold",1971
"911","Vasiliy Erokhin",32,8,"Silver",1971
"912","Mikhail Cfasman",31,9,"Silver",1971
"913","Ervin Bajmóczi",27,10,"Silver",1971
"914","Radu Gologan",27,10,"Silver",1971
"915","Aleksei Aleksandrov",27,10,"Silver",1971
"916","Dimitriy Logachev",26,13,"Silver",1971
"917","Tamás Móri",25,14,"Silver",1971
"918","David John Jackson",25,14,"Silver",1971
"919","Zoltán Füredi",24,16,"Silver",1971
"920","Oleg Lyashko",24,16,"Silver",1971
"921","Harald Englisch",23,18,"Silver",1971
"922","András Nagy",23,18,"Silver",1971
"923","Arnulf Möbius",21,20,"Bronze",1971
"924","*",21,20,"Bronze",1971
"925","Lazar Milin",21,20,"Bronze",1971
"926","Chris Jacobs",20,23,"Bronze",1971
"927","*",20,23,"Bronze",1971
"928","Johann Hackl",19,25,"Bronze",1971
"929","Thomas Jentsch",18,26,"Bronze",1971
"930","Józef Przytycki",18,26,"Bronze",1971
"931","Aleksander Chistov",18,26,"Bronze",1971
"932","Zdzisław Otwinowski",17,29,"Bronze",1971
"933","*",17,29,"Bronze",1971
"934","*",17,29,"Bronze",1971
"935","Reinhard Wobst",16,32,"Bronze",1971
"936","*",16,32,"Bronze",1971
"937","Aleksander Ustaszewski",15,34,"Bronze",1971
"938","*",15,34,"Bronze",1971
"939","Otto Probst",14,36,"Bronze",1971
"940","Heinrich Rolletschek",13,37,"Bronze",1971
"941","Gerard Renardel de Lavalette",13,37,"Bronze",1971
"942","*",13,37,"Bronze",1971
"943","Per-Göran Andermo",12,40,"Bronze",1971
"944","Christian Gottlieb",12,40,"Bronze",1971
"945","Evgeniy Salinen",12,40,"Bronze",1971
"946","*",12,40,"Bronze",1971
"947","Aleksandar Zavaljevski",12,40,"Bronze",1971
"948","Heinz Engl",11,45,"Bronze",1971
"949","Jan Brychta",11,45,"Bronze",1971
"950","Gerhard Spens",11,45,"Bronze",1971
"951","Paweł Traczyk",11,45,"Bronze",1971
"952","Herbert Tobisch",10,49,NA,1971
"953","*",10,49,NA,1971
"954","Roger Krupiński",10,49,NA,1971
"955","Milan Milin",10,49,NA,1971
"956","Marko Tadić",10,49,NA,1971
"957","Jan Franců",9,54,NA,1971
"958","?",9,54,NA,1971
"959","?",9,54,NA,1971
"960","?",9,54,NA,1971
"961","Karel Markelj",9,54,NA,1971
"962","*",8,59,NA,1971
"963","Anton Černý",8,59,NA,1971
"964","Štefan Sakáloš",8,59,NA,1971
"965","*",8,59,NA,1971
"966","Gunnar Mossberg",8,59,NA,1971
"967","Miroslav Kmošek",7,64,NA,1971
"968","?",7,64,NA,1971
"969","*",7,64,NA,1971
"970","?",7,64,NA,1971
"971","*",7,64,NA,1971
"972","Erich Steinbauer",6,69,NA,1971
"973","*",6,69,NA,1971
"974","Karel Horák",6,69,NA,1971
"975","?",6,69,NA,1971
"976","?",6,69,NA,1971
"977","Grzegorz Andrzejczak",6,69,NA,1971
"978","*",6,69,NA,1971
"979","*",6,69,NA,1971
"980","Franz Hofbauer",5,77,NA,1971
"981","?",5,77,NA,1971
"982","?",5,77,NA,1971
"983","*",5,77,NA,1971
"984","Mikael Torenfält",5,77,NA,1971
"985","Dietmar Bader",4,82,NA,1971
"986","*",4,82,NA,1971
"987","*",4,82,NA,1971
"988","?",4,82,NA,1971
"989","Helena Husová",4,82,NA,1971
"990","*",4,82,NA,1971
"991","Ryszard Krupiński",4,82,NA,1971
"992","Ljubodrag Stević",4,82,NA,1971
"993","*",3,90,NA,1971
"994","*",3,90,NA,1971
"995","?",3,90,NA,1971
"996","?",3,90,NA,1971
"997","?",3,90,NA,1971
"998","?",3,90,NA,1971
"999","?",3,90,NA,1971
"1000","Helén Jonsson",3,90,NA,1971
"1001","Ann-Marie Mårtensson",3,90,NA,1971
"1002","Janez Cerar",3,90,NA,1971
"1003","Imrich Vrťo",2,100,NA,1971
"1004","?",2,100,NA,1971
"1005","*",2,100,NA,1971
"1006","*",2,100,NA,1971
"1007","?",2,100,NA,1971
"1008","Zoran Majkić",2,100,NA,1971
"1009","*",1,106,NA,1971
"1010","?",1,106,NA,1971
"1011","?",1,106,NA,1971
"1012","?",1,106,NA,1971
"1013","?",1,106,NA,1971
"1014","?",1,106,NA,1971
"1015","*",1,106,NA,1971
"1016","*",1,106,NA,1971
"1017","?",0,114,NA,1971
"1018","Hans Alberg",0,114,NA,1971
"1019","Pawel Kröger",40,1,"Gold, Special prize",1972
"1020","Zoltán Füredi",40,1,"Gold",1972
"1021","Vilmos Komornik",40,1,"Gold",1972
"1022","Zsolt Tuza",40,1,"Gold",1972
"1023","Grzegorz Andrzejczak",40,1,"Gold",1972
"1024","Mircea Martin",40,1,"Gold",1972
"1025","Vladimir Burkov",40,1,"Gold",1972
"1026","Sergei Konyagin",40,1,"Gold",1972
"1027","Sergei Belkin",39,9,"Silver",1972
"1028","Aleksander Merkuryev",38,10,"Silver",1972
"1029","Stanisław Jerzy Szarek",37,11,"Silver",1972
"1030","Tamás Móri",36,12,"Silver",1972
"1031","*",36,12,"Silver",1972
"1032","Harald Englisch",35,14,"Silver",1972
"1033","*",35,14,"Silver",1972
"1034","*",35,14,"Silver",1972
"1035","Péter Pál Pálfy",33,17,"Silver",1972
"1036","Andrei Golberg",33,17,"Silver",1972
"1037","*",33,17,"Silver",1972
"1038","Olaf Böhme",31,20,"Silver",1972
"1039","Albrecht Heß",31,20,"Silver",1972
"1040","*",31,20,"Silver",1972
"1041","István Kollár",30,23,"Silver",1972
"1042","Vladimir Shvarc",30,23,"Silver",1972
"1043","Risko Shikov",29,25,"Bronze",1972
"1044","Hans-Jürgen Fischer",29,25,"Bronze",1972
"1045","Paweł Traczyk",28,27,"Bronze, Special prize",1972
"1046","Yuri Kolmakov",28,27,"Bronze",1972
"1047","Rainer Siegmund-Schultze",27,29,"Bronze",1972
"1048","Gerd Weißenborn",27,29,"Bronze",1972
"1049","Peter Dybjer",27,29,"Bronze",1972
"1050","Heinrich Rolletschek",26,32,"Bronze",1972
"1051","Jan Brychta",26,32,"Bronze",1972
"1052","*",26,32,"Bronze",1972
"1053","Vladimir Vulović",26,32,"Bronze",1972
"1054","Ervin Győri",25,36,"Bronze",1972
"1055","Boris Lavrič",25,36,"Bronze",1972
"1056","Ivan Mirković",23,38,"Bronze",1972
"1057","Walter Zulehner",22,39,"Bronze",1972
"1058","Kamen Ivanov",22,39,"Bronze",1972
"1059","Aleksander Shapovalov",22,39,"Bronze",1972
"1060","Imrich Vrťo",21,42,"Bronze",1972
"1061","*",21,42,"Bronze",1972
"1062","*",21,42,"Bronze",1972
"1063","Erich Kaltofen",20,45,"Bronze",1972
"1064","Wolfgang Redtenbacher",20,45,"Bronze",1972
"1065","Jaromír Šimša",20,45,"Bronze",1972
"1066","Gerhard Emrich",19,48,"Bronze",1972
"1067","Miroslav Kmošek",19,48,"Bronze",1972
"1068","Matthias Günther",19,48,"Bronze",1972
"1069","Emil Kiss",19,48,"Bronze",1972
"1070","Mihail Pimsner",19,48,"Bronze",1972
"1071","Magnus Lundin",19,48,"Bronze",1972
"1072","*",19,48,"Bronze",1972
"1073","Pavel Ferst",18,55,NA,1972
"1074","*",17,56,NA,1972
"1075","Uroš Milutinović",17,56,NA,1972
"1076","Pavle Mladenović",17,56,NA,1972
"1077","Erich Steinbauer",16,59,NA,1972
"1078","?",16,59,NA,1972
"1079","*",15,61,NA,1972
"1080","Ewa Jemielity",15,61,NA,1972
"1081","Józef Przytycki",15,61,NA,1972
"1082","?",15,61,NA,1972
"1083","?",15,61,NA,1972
"1084","Marko Tadić",15,61,NA,1972
"1085","*",13,67,NA,1972
"1086","*",13,67,NA,1972
"1087","?",12,69,NA,1972
"1088","*",12,69,NA,1972
"1089","Friedrich Marschoun",11,71,NA,1972
"1090","*",11,71,NA,1972
"1091","Jan Frynta",11,71,NA,1972
"1092","Hanna Garyga",11,71,NA,1972
"1093","Dragoslav Ljubić",11,71,NA,1972
"1094","*",10,76,NA,1972
"1095","?",10,76,NA,1972
"1096","Karel Horák",10,76,NA,1972
"1097","*",10,76,NA,1972
"1098","Aleksander Ustaszewski",9,80,NA,1972
"1099","Niklas Dahlbãck",9,80,NA,1972
"1100","?",8,82,NA,1972
"1101","?",8,82,NA,1972
"1102","Maciej Lewenstein",8,82,NA,1972
"1103","*",7,85,NA,1972
"1104","*",7,85,NA,1972
"1105","*",7,85,NA,1972
"1106","*",7,85,NA,1972
"1107","Petr Slačálek",5,89,NA,1972
"1108","?",5,89,NA,1972
"1109","?",5,89,NA,1972
"1110","*",5,89,NA,1972
"1111","?",4,93,NA,1972
"1112","?",4,93,NA,1972
"1113","*",4,93,NA,1972
"1114","Oscar Ekeblad",4,93,NA,1972
"1115","*",3,97,NA,1972
"1116","Maximilian Posch",2,98,NA,1972
"1117","?",2,98,NA,1972
"1118","?",2,98,NA,1972
"1119","?",2,98,NA,1972
"1120","*",2,98,NA,1972
"1121","Srdjan Ognjanović",2,98,NA,1972
"1122","Björn Engberg",1,104,NA,1972
"1123","Sven Ivansson",0,105,NA,1972
"1124","Zeijlon Lars",0,105,NA,1972
"1125","Stefan Lundin",0,105,NA,1972
"1126","Sergei Konyagin",40,1,"Gold",1973
"1127","Georgiy Egorov",39,2,"Gold",1973
"1128","Pavel Grozman",39,2,"Gold",1973
"1129","János Kollár",38,4,"Gold",1973
"1130","David John Goto",35,5,"Gold",1973
"1131","Adrian Ocneanu",33,6,"Silver",1973
"1132","Jean Christophe Yoccoz",32,7,"Silver",1973
"1133","Viktor Budaev",32,7,"Silver",1973
"1134","Grzegorz Andrzejczak",31,9,"Silver",1973
"1135","Michael Steiner",31,9,"Silver",1973
"1136","Michel Bonnet",30,11,"Silver",1973
"1137","Elias Wegert",30,11,"Silver",1973
"1138","Péter Pál Pálfy",30,11,"Silver",1973
"1139","Piotr Berman",30,11,"Silver",1973
"1140","Pavel Ferst",29,15,"Silver",1973
"1141","Emil Kiss",29,15,"Silver",1973
"1142","Albrecht Böttcher",28,17,"Silver",1973
"1143","Dmitriy Leshiner",28,17,"Silver",1973
"1144","Denis Leblond",27,19,"Silver",1973
"1145","Pawel Kröger",27,19,"Silver",1973
"1146","Péter Ablonczy",26,21,"Bronze",1973
"1147","Péter Prőhle",26,21,"Bronze",1973
"1148","Nándor Simányi",26,21,"Bronze",1973
"1149","Johan van Gans",26,21,"Bronze",1973
"1150","Valeriu Anislu",26,21,"Bronze",1973
"1151","Naum Golcman",26,21,"Bronze",1973
"1152","Konstantin Yursha",26,21,"Bronze",1973
"1153","Wojciech Banaszczyk",25,28,"Bronze",1973
"1154","Michael David Robert Beasley",25,28,"Bronze",1973
"1155","Georges Skandalos",24,30,"Bronze",1973
"1156","Gerd Weißenborn",24,30,"Bronze",1973
"1157","Evgeniy Hurho",24,30,"Bronze",1973
"1158","Boris Lavrič",24,30,"Bronze",1973
"1159","Miroslav Kmošek",23,34,"Bronze",1973
"1160","Reinhard Schuster",23,34,"Bronze",1973
"1161","László Sparing",23,34,"Bronze",1973
"1162","Adam Smólski",23,34,"Bronze",1973
"1163","Jerzy Weyman",23,34,"Bronze",1973
"1164","Johannes Leopold",22,39,"Bronze",1973
"1165","Albrecht Heß",22,39,"Bronze",1973
"1166","Iulian Appel",22,39,"Bronze",1973
"1167","Richard James Treitel",22,39,"Bronze",1973
"1168","Wolfgang Redtenbacher",21,43,"Bronze",1973
"1169","Valeri Kovachev",21,43,"Bronze",1973
"1170","Tomáš Chrz",21,43,"Bronze",1973
"1171","Pavel Kindlmann",21,43,"Bronze",1973
"1172","Kari Vilonen",21,43,"Bronze",1973
"1173","Jürgen Roßmann",21,43,"Bronze",1973
"1174","Guy Alexander Herzmark",21,43,"Bronze",1973
"1175","Miodrag Živković",21,43,"Bronze",1973
"1176","Wilhelm Ottendörfer",20,51,"Bronze",1973
"1177","Walter Zulehner",20,51,"Bronze",1973
"1178","Mendsaikhan Enkhsaikhan",20,51,"Bronze",1973
"1179","Joop van den Eijnde",20,51,"Bronze",1973
"1180","Uroš Milutinović",20,51,"Bronze",1973
